Phylum	Class	Order	Family	Genus	Species	Confidence	ASVs
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9940245	d08f745d71c1e3a9af6f4c0aa02759bc
Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	 s__minor	0.9999994	738e21067c8bf66dd71ce5cb34403367
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9992946	764d0b1c1ed0c60d37c6afe3f9487118
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9664998	aa730f6ab54e7b220646457cb7596c01
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.8524339	4f0931ed7c35ff4d6ab78436ce736849
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.984995	fb5548e78e286e761a9c58a874b72b31
Actinobacteria	Actinobacteria	Actinomycetales	Sanguibacteraceae	Sanguibacter	 g__Sanguibacter	0.9932489	7ac65848bf038ed8f52ce177b2c9bafc
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	 f__Prevotellaceae	 f__Prevotellaceae	0.8399565	caa2b21b0065cca87a4a9a1a17258025
Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Bibersteinia	 s__trehalosi	0.9924385	b03e4fa2f4ec8f0a120f16ff64c27439
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9020358	850e3c254382ddd9258af92d8bb4294d
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9034692	528c6eb89950ad1cc278adb07112073a
k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	1	82b47ec1f9ee475e68903ceaa08431bc
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	32861c7941c882412ba63485f4de63b0
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 s__copri	0.8879609	b856cafa553ceecafb996875879cd0cf
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 g__Bacteroides	0.999375	7fb38a32cafb9a1c36d93360b4183301
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9202514	41ddbb77d57101b3e73564f942bffc56
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	283bc71848653e5f39bfa19d56172dff
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 g__Bacteroides	0.9991708	65fcd3da8da5ed60c3728ebf4ceb4541
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9998018	c3ac847037c241a9e8a47c490861ecff
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 s__flavefaciens	0.9999432	1251ef987f8e3a45ec67ae2c602ee3ff
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	0.9999866	89b10159f5fb42865bbdcd61fc860673
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 g__Bacteroides	0.9724116	130728077ecb126829f2382aa14273ab
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9978655	f1ddbed74705f2c12013bac1c729e336
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	 g__Trueperella	0.9764251	df1025a42ecdcf253ab56bdeb03085a8
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	 g__Lactobacillus	0.7426204	377b92736fad5d68825a4302d28e35b6
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	 s__hispanicum	0.9297788	68686359c528df5bd54db5ead7d9ebe5
Firmicutes	Bacilli	Bacillales	Exiguobacteraceae	 f__Exiguobacteraceae	 f__Exiguobacteraceae	0.7149435	590979d1b9b1e07d829e334a0823406f
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.7166868	ee079b2f132de6994e131ff63b7e1627
Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	 g__Akkermansia	1	c52f919eebbf244cf39f7a7d327b99b0
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9158263	228948a36832644dd2fc98268cf6574c
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	 g__Parabacteroides	0.9957648	80da5bdad54803894b604bf9abd949e7
Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma	 g__Anaeroplasma	0.9999915	fad14431f47e7803f97ddaca8d8e49b1
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	0.9999868	efd2af6b1bfe15ed887515058dbb8a67
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9702729	2e698305d23d8a5a5b0d3fd4e9e2b66e
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 s__copri	0.8232886	47dec53e5775cf3f64ab8f5b935c9db5
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9966551	4ff93196ffe6c7687d71534315d11b67
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9135127	6e3a9c1e4412865d69048ec75f8b2ab2
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9990376	b887a2138ee150fac012cd81de4567f0
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9906914	4e287b6073f9dc0dba8b321ea6a51474
Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	 g__Shigella	0.7324198	3b4e5ffd10f25c3a52ef7b9c206eacb1
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	0b0ec809963793535c450f4a8b94add7
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.989519	651305f46391e3fa681387f68e689f31
Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	 g__Streptococcus	0.7051023	ebd5cbe1c927acd5733f14a16b0f9343
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8960356	9bbf91ea6bbb84345b72cb49dc137c98
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 s__copri	0.9944922	4bd41b2ee444e414349ed4df6e8641d5
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	 f__Mogibacteriaceae	 f__Mogibacteriaceae	0.9999993	41f70ac9a7e583a05fcd0168ef3322a5
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.797427	44c94b71dc7620c981bcf358b155e74d
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	 s__prausnitzii	0.934475	603de49107855edefc4d85c532eabd0b
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9566925	8b636e5a6ef3dd567e827c5d1543403a
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Anaerovibrio	 g__Anaerovibrio	0.9999959	9abcb6545a915e58cb10d6a20166daba
Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	 g__Devosia	0.9999761	42fdb137d00fe2293f5e126d995cc692
Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	 g__Devosia	0.9999648	9140bbd6d6b05579a7f88165ccfa08f5
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.8107255	90f8eb55f0ad04fbb75ead12c2815f2c
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	5d9e59bf56293ad8c7df467627750653
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999998	24337896c23d508822fa16570c7e43f6
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	 s__parvula	0.7360121	3d16f716bc41434f3a04ad7cdd61d76d
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	 s__odoratimimus	0.9999993	f41c678cd74bc6e8cb84bedfc827e6c6
Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	 g__Brevibacterium	1	bca31f88a9b14b5b591f1950d98c38ba
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	b26bcce1bfddde10699f9204a5b68ffa
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	 g__Faecalibacterium	0.9797039	f90914a4687c28db12195ffc425b2072
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	8d1454091cf1ac5a597126e7644ae7ea
Chloroflexi	Thermomicrobia	JG30-KF-CM45	 o__JG30-KF-CM45	 o__JG30-KF-CM45	 o__JG30-KF-CM45	1	f3a81d51293a732d2e8668d9d05fe5b2
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8909677	14b9bf38806375177765ac53ca17703a
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	p-75-a5	 g__p-75-a5	1	3421b2b84abf1c26bf8e60f393220c72
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9722525	50d4489f8852b44a3e2545ac9ccc051d
Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Pseudoclavibacter	 g__Pseudoclavibacter	0.9122807	ec6d09b2375e0c23ff819102545fb0e3
Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	 f__Succinivibrionaceae	 f__Succinivibrionaceae	1	b97417c7ddde61d1b279eadea01c011e
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	 g__Actinomyces	0.998496	81ad46b552e769bcc13992451fc03f55
Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	 g__Peptococcus	1	c7b4b5426ac1c2a120f498cf64149e90
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 s__fragilis	0.9868585	cbbacd7170e067ec0ddbbee50cabb211
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	 s__gnavus	0.7338701	5ef3d58b09a23d51ccb703aaf1c46f40
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9344944	39bae2b96b1a58d322d1cd41630b9bb0
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia	 g__Adlercreutzia	0.9919743	98d9f5c6ca5550710e883d3cdbb6718d
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8622742	a5bcca6be76b761bdd0f5ba0be01d4a4
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	 f__Coriobacteriaceae	 f__Coriobacteriaceae	0.9656529	d8eef887d487468dcbe3f34aeb40ad53
Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	Prevotella	 g__Prevotella	0.9999951	d7a3ec748e093b0365d6d78ccf84c973
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9936046	2475ca5299cf7d5bddaec45faedc8c0e
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	 f__Porphyromonadaceae	 f__Porphyromonadaceae	0.7023006	a02373c2170ae1c4860840e5a17f4d42
Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	 g__Bifidobacterium	0.9992509	f1b9a9c62fa69e3b7a7ced4ff8610a8b
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 g__Bacteroides	0.9999824	1a42361618243b6a372f835a46a4e34e
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	 f__Prevotellaceae	 f__Prevotellaceae	0.9924949	23194c893a24bbd7904fe20d827d81cb
Firmicutes	Clostridia	Clostridiales	Dehalobacteriaceae	Dehalobacterium	 g__Dehalobacterium	0.9999742	7d1e80f0725182f1bc63ef49e35a03b2
Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	 g__Corynebacterium	0.7370613	288ad42f785c7f08f5f677bcc83ea88d
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9927942	0cc7d24191d0cd41fe5d3d72d5c02b5a
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	 g__Parabacteroides	0.9999702	601b5828cf671ef639f98f30ec61c5ad
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.942587	292bb32a9c891b2680a702bb1a30c790
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	RFN20	 g__RFN20	0.8077913	e876c16bb5e0e4cc0469d624422a9732
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9994777	6d39bd099cc34d5af1d6544a7f871808
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8267989	4e218538fd9b833ea488003b93680255
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	 g__Roseburia	0.9767103	0c1197240ead734b21f9b50cd574762a
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	1	f7768066b8b5ade3f99b292a4aa5aa0f
Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	 f__Barnesiellaceae	 f__Barnesiellaceae	0.9998956	a0bf7601676dc27b29adf9d6c707f338
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.7795439	16d3e2d1adb952ccd56ae680901d83fc
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9997141	65a0215abfaf02e981d85518768eae57
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Megasphaera	 g__Megasphaera	0.9999971	41dcff0dd7e367cf0aa3d12cd074340f
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 s__copri	0.9179297	9a4c68d7df1f4cef38bbf31e3d7c5218
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9464769	6c682248deb7677d8356ee79d766bd24
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9325853	8ddf18a5a7831b2d7bbb6ec6ea19cba9
Firmicutes	Clostridia	Clostridiales	Peptococcaceae	rc4-4	 g__rc4-4	0.9999916	1abdf7ae5a22ede3a40751a6b8808ef1
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	 f__Mogibacteriaceae	 f__Mogibacteriaceae	0.9999803	e3c52ceaf1d616b1a94d63276a535405
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9716795	c31c6aae10cad097ba22edf93c89b020
Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Helcococcus	 g__Helcococcus	1	c56a1e25241a5c692d9f4e945f76bd1e
Firmicutes	Clostridia	Clostridiales	Christensenellaceae	 f__Christensenellaceae	 f__Christensenellaceae	0.9911786	4d4961e1bcf5ed1c7a7902f1e03b7835
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.7878021	5c532e7fbd921cf3b6f946a3ef004ae9
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Eubacterium	 s__cylindroides	0.9999986	836ba584bae7f8f5efb6fe5d3a9b50a8
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	 g__Roseburia	0.7940607	ac34c4af19968c9d37186841bafadfd3
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9809558	9ea6137e9560e031075d9ddac23d138d
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.99566	9879ad3f0cb469e41e9d07ca025f23c3
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	ae70ed788acb5d8c3ce9e2c8c41f3855
Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	 s__pseudolongum	0.8935848	eef747a0b14d9b8ad41f7b1f8e13092b
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9947403	d1752d143771360c1fee317235fd8e86
Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	 g__Legionella	0.9978848	edf00c95284e70197b69846e620c3be6
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9980127	4e90046b8216f088d956fc7274a3249c
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999999	11ed000f88ee33032adbf640f64445d6
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9065092	83978f6fd467585aee2ed91d87e3865a
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.7040969	9bc1e45114c86cded4cc8989c90760b0
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.7910949	2d9c632171d691f85ddc1358ef006e9a
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	 g__Lachnospira	0.9999442	094d78cb034109666813e35d7ddec3b9
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	a58a016623aed2ce3e8118d4e62f1dc2
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	 f__Mogibacteriaceae	 f__Mogibacteriaceae	0.9976269	5a21fe0f37d0abce8b0050d64704bc99
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9978067	57560a0c1b76cb064bf6619ad6ec7d5b
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	 g__Lactobacillus	0.9922838	0eab1f538851e296f5ddb755649e0725
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8081035	efb95af024a717e5450f49f6224e7d2a
Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	 g__Desulfovibrio	0.9984671	580a457b5409ea39ad3bdca981073fd9
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.8390422	a0f16d6415e268c8cb55d3abe0555688
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.90652	2b91135ebf6f36386699d7c1c27f2724
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Clostridium	 s__ramosum	0.9897007	37b2e6e577cf1496b88978b3cc3cdd41
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	 g__Parabacteroides	0.9941976	103f9173ef6c1a38932c4277a5b6423e
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9968905	b85f6ff7274c74d307cb3325edc52df2
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9733672	d2bd25c9659530d97d05f156650fb91e
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9215252	b317816a962c2faa4b57e178f64eac0a
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9977315	fd226bc470387f86eef2835732b1b8d2
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8418831	5dc23bbb2640dfabcf79b096d01ec3a7
Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	 f__Desulfovibrionaceae	 f__Desulfovibrionaceae	0.9999982	64876fd2ff42787d07bd89c2de05101a
Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	 g__Bifidobacterium	0.9989551	a00be56c0c46e25310751f5028e98dd0
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9992448	8b30dfa6e21fadfabba17abac9719042
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9991129	744a6245bb7e7d74a87af2cf2810c839
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Defluviitalea	 s__saccharophila	0.7752142	450f8874c3e9acbeec5c71a827fa5dd4
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9999931	236f10876fc88e769fab7a3a2daad114
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9996572	146624118ab18054aadbf87bb7a4e553
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9999903	5e5528609f560cb4edbd6f3973171032
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9214449	eff1e349031462f699e3ed769ae9a71e
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999923	5a85a4db379831fe72a042004bdb2d97
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	37cd4f53f90434907a7dcc8bd95eee43
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	 g__Sphingomonas	0.9980156	81817910f01432ad9a8d3d44270b471b
Bacteroidetes	Bacteroidia	Bacteroidales	 o__Bacteroidales	 o__Bacteroidales	 o__Bacteroidales	0.9597007	b9c27b7176486155ea314b23cb6def69
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.734317	3dcb47b314d5eae8c37f97763f0ee10c
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9957367	a1a7823d772352241dccfc73a7599218
Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	 g__Bifidobacterium	0.9999117	d45ff2f27657ca910e9aa9f0cabbbb20
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	cf9336bbbd3e4fd8f776fc282323eeb8
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.8782965	df728877267b5a3f9cb484d9b6b6d98d
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	 g__Psychrobacter	0.9997354	bf7a37f7d3a38b2afee002feb2f00928
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8458299	9bef06c8b5740e82ac243adfc7a959e2
Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	 f__Brucellaceae	 f__Brucellaceae	0.9818155	ed059bfd0061ae44fdbf0ef3576f30df
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	0.9999999	47b837a01278dc968092b0ed039a1267
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999883	06a7733bcf4ee9e0cca1ae694d17d8d5
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9999796	d6e6e48ab3a36ce6b46cdaec8f331804
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.991937	53c219b7331aa2a631121a011a2ba65c
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	 g__Stenotrophomonas	0.8614287	ce90ddbf4d63ff0e3b01fd35c0d786ab
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.947112	8459428d9f548302e62d436ea25f4dba
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Phascolarctobacterium	 g__Phascolarctobacterium	0.9999961	e1941a0785df867bc3f29fc934e00480
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9977275	009b11210bdd1c9b98abe559aa377fba
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Eubacterium	 g__Eubacterium	0.9999996	a53e1f73e24a3307bd628e2a2828adb3
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.7686376	bd0202a4482bbc60482575efa9266801
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9958474	7ef8eb323870a7fbf50d72c25a7acd58
Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	 g__Sutterella	0.9977586	aac5a491fd8266f7c8772a36a0e96b34
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Acidaminococcus	 g__Acidaminococcus	0.9071191	ec4251b9f45687750fb584a19d808e22
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9945801	0007b724b0d798f7bea1a4b4da21ede7
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9797898	dca58b8d6d8f09cd0bad01fa815e126f
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	0.9999994	3d36293ee72a946ebf25812154576ea2
Tenericutes	RF3	ML615J-28	 o__ML615J-28	 o__ML615J-28	 o__ML615J-28	0.9999886	190f7fb315b2e0adb27b7943460bc739
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Succiniclasticum	 g__Succiniclasticum	1	dd5ebad2a5c3b806b70ecdc844a8dabf
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	 f__Mogibacteriaceae	 f__Mogibacteriaceae	0.9999381	af5f4d30851dd939020dfda2386cfe42
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	0.9999996	3140edc85f7aa55389fd3667cafead67
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.7844118	dfa40bd6af9775790f0b6180df50f303
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9880787	b87080de716cfd5b0c61324ce3c8a9e5
